作者,粉丝,标题,点赞,硬币,收藏,分享,弹幕,播放,评论,时长,上传时间,爬取时间,频道,标签,分区,时间
波兰特说车,56017,停车终极秘籍,40761,2663,38390,2784,151,1924778,500,38,2021/11/28 17:26,2021/12/25 18:11,汽车,汽车 汽车生活,car,27.03114583
AVA头盔官方号,698,天呐！谁能想到摩托车头盔上两处不起眼的红绳，竟是关键时刻可以救命的东西！！,3169,172,1349,51,19,1583980,130,71,2021/8/19 18:31,2021/12/25 18:11,跑车 摩托车 赛车 汽车,汽车 摩托车,car,127.9861574
大胆买车-大浩,67489,捡漏？持续24小时的法拍车竞价记录，最后惨败,555,60,55,36,183,75776,131,490,2021/12/23 17:00,2021/12/25 18:11,跑车 汽车,汽车 汽车生活,car,2.049421296
牛哥说车,148856,中控车机老旧不智能，如何免费升级！,2185,96,265,91,52,61455,498,196,2021/12/23 11:00,2021/12/25 18:11,汽车,汽车 智能出行,car,2.299594907
X小岑分享骑行,264,怎么买二手机车？怎么看车？干货速速来,1461,947,1624,87,14,25462,351,671,2021/12/23 10:56,2021/12/25 18:11,摩托车 汽车,汽车 摩托车,car,2.302118056
用青春去旅行,141897,出发了，一人一狗自驾去青海和西藏，给锄头洗澡梳毛真的太听话了,3809,1768,222,36,624,37037,351,410,2021/12/22 18:10,2021/12/25 18:11,自驾游 汽车 旅游,汽车 汽车生活,car,3.000729167
苏州沈教练,5993,扣1990分！刷新驾校记录！“白色茉莉”复训科三！,2901,239,570,3716,1923,260084,1615,537,2021/12/17 20:26,2021/12/25 18:11,创作加成计划 汽车,汽车 汽车生活,car,7.906226852
车祸实拍,6030,女子万万没想到，会以这种方式结束自己的生命,1504,158,79,16,110,64906,121,158,2021/12/24 14:08,2021/12/25 18:11,摩托车 汽车,汽车 汽车生活,car,1.168726852
此地无垠王垠,184471,ID.6X怎么样，买一台试试就知道了,2706,664,182,90,498,49894,466,782,2021/12/24 9:27,2021/12/25 18:12,汽车,汽车 汽车极客,car,1.364259259
谢宗桓-老谢来了,133659,开着五米长的领克09去跑山真是太好玩了!,4229,1647,481,326,1103,63510,570,821,2021/12/22 12:21,2021/12/25 18:12,SUV 汽车,汽车 购车攻略,car,3.24375
人人交通,1189,高速占用应急车道，倒车撞到后车 后车：你别过来,2915,4,83,10,12,80794,63,24,2021/12/21 17:58,2021/12/25 18:12,汽车,汽车 汽车生活,car,4.009456019
宽面车神,124344,第一视角 宝马X5 3.0T顶配 动力匹配极其出色 动力强劲 外观非常帅气 底盘质感还行 空间太小 内饰用料很一般 整体机械素质还是很棒的,974,171,218,150,456,57913,339,1753,2021/12/22 19:30,2021/12/25 18:12,汽车,汽车 汽车生活,car,2.945844907
车祸警示录,238225,私家车撞上运钞车！白车：他不会开枪吧！运钞车：他不会要抢吧！,2582,518,297,49,793,46680,235,438,2021/12/24 12:16,2021/12/25 18:12,摩托车 汽车,汽车 汽车生活,car,1.247291667
雷斯林raist,202600,高手在民间，失手在阴间,7335,151,2287,2085,453,540070,667,173,2021/12/1 9:55,2021/12/25 18:12,汽车,汽车 摩托车,car,24.3453588
网约车投诉,83,网约车司机被女友分手，最后一条内容亮了,537,0,26,21,6,66633,180,16,2021/12/23 16:09,2021/12/25 18:12,汽车,汽车 智能出行,car,2.08568287
李老鼠说车,859574,千元二手车你不知道的秘密！钢铁直男居然捡前任的漏？,2083,336,197,26,641,49518,374,1007,2021/12/24 0:38,2021/12/25 18:12,汽车,汽车 汽车生活,car,1.732372685
高桥凉伟,86,开了电车之后好久没去加油站了有被油价吓到,9083,12,271,15,31,552045,247,35,2021/12/14 17:44,2021/12/25 18:12,汽车,汽车 汽车生活,car,11.01928241
大漠叔叔,4857675,2021年，漠叔都干了什么,225217,174664,26275,1852,15975,1524898,6475,466,2021/12/24 12:00,2021/12/25 15:55,搞笑,生活 日常,life,1.163090278
这个网名里得带个龙字,33407,标准粤语，高手过招,131402,41395,27948,40117,14830,2707108,7281,578,2021/12/23 9:37,2021/12/25 15:55,宿舍行为大赏 粤语,生活 日常,life,2.262013889
nya酱的一生,2114404,因为搞钱，我进了派出所。。。,128416,65694,14583,4336,4208,880634,2118,496,2021/12/24 17:23,2021/12/25 15:55,,生活 日常,life,0.938541667
东方月初cl,45906,“大胆点生活，你没有那么多观众”,106941,46430,39948,11622,2710,1344107,4270,197,2021/12/21 17:02,2021/12/25 15:55,,生活 日常,life,3.953043981
papi酱,6909534,与理发师的心理战,165939,7284,6452,5235,1421,1491853,1938,112,2021/12/23 18:00,2021/12/25 15:55,搞笑,生活 搞笑,life,1.913356481
凉风Kaze,8237379,为了防止电视诈骗把电视砸了【阅片无数Ⅱ 32】,144030,20662,7724,1776,7703,1238870,2504,594,2021/12/22 22:00,2021/12/25 15:55,新年优宇宙干杯选乳汽 手办模玩 搞笑,生活 搞笑,life,2.746886574
声物课,948972,这  都  什  么  妖  魔  鬼  怪！！,114337,2985,22419,2442,497,1601668,376,179,2021/12/22 16:38,2021/12/25 15:55,无限搞笑公司,生活 搞笑,life,2.97037037
妈见打,839210,【野生人类图鉴】奶奶带大，广场一霸,192583,4428,17260,2607,1392,1871604,1055,97,2021/12/21 18:14,2021/12/25 15:55,搞笑,生活 搞笑,life,3.903611111
LLlouis,7540,2021 我的21岁,91628,69956,28177,7119,3295,900107,5970,501,2021/12/21 13:26,2021/12/25 15:55,,生活 日常,life,4.103460648
滑大头号大厨,335,北方冬天就这点好,146788,664,8751,2751,853,2155542,1266,61,2021/12/21 13:55,2021/12/25 15:55,必剪创作,生活 搞笑,life,4.083703704
壶一公,353,100种退休生活：活得通透的85岁煎饼奶奶，深夜摆摊15年：不为挣钱，就想和大家多说说话,125843,1540,7823,642,938,945731,729,59,2021/12/21 23:11,2021/12/25 15:55,必剪创作,生活 日常,life,3.697384259
明眸皓齿甜锡锡,1345,【tiktok】光环变装~可可爱爱圣诞版~ tiktok id：socalsanta,277568,3009,38860,10371,5914,1982400,1439,11,2021/12/16 17:38,2021/12/25 15:56,,生活 日常,life,8.928668981
一只小黄书,348163,“18岁还没觉醒替身正常吗”,83320,2798,12478,4585,633,1132202,532,158,2021/12/22 12:40,2021/12/25 15:56,无限搞笑公司 JOJO的奇妙冒险 搞笑 必剪创作,生活 搞笑,life,3.136018519
逗比的雀巢,4608140,FBI ：奇怪？犯人怎么消失了？,823975,568673,179267,28079,9062,6482216,10050,273,2021/12/19 12:05,2021/12/25 15:56,搞笑,生活 搞笑,life,6.160416667
纯路人茉日天,74051,他说的太对了，周杰伦可不能倒啊！,128584,2795,15689,14368,382,1232910,1271,32,2021/12/20 22:30,2021/12/25 15:56,周杰伦 搞笑 必剪创作,生活 搞笑,life,4.726574074
良心发作的chunchun,384132,圣诞心愿：希望我永远18岁（开枪,94691,7517,5328,687,621,758904,548,158,2021/12/24 16:05,2021/12/25 15:56,搞笑,生活 搞笑,life,0.993877315
大猛子ym,717877,揭开工地神秘的面纱。,62643,26233,4394,3732,3589,872276,4132,430,2021/12/22 20:01,2021/12/25 15:56,无限搞笑公司 搞笑,生活 搞笑,life,2.829756944
朝阳冬泳怪鸽本人,393557,冷水浴有危险！请勿模仿！2021年12月24号朝阳冬泳怪鸽冷水浴健身梅开二度！坚持就是胜利！加油！奥利给！哈哈哈哈哈哈我,80938,41310,4322,2473,1584,519822,1603,85,2021/12/24 15:11,2021/12/25 15:56,奥利给 健身,生活 日常,life,1.031342593
internet-boy,840429,一开始以为只是圣诞家庭游戏，看到最后...,103437,770,10985,3931,698,1151502,596,91,2021/12/21 15:00,2021/12/25 15:56,搞笑,生活 搞笑,life,4.039409722
Norah脱口秀,747336,【英文脱口秀互动】正常关系,60565,7928,6885,5518,418,1285532,697,177,2021/12/23 18:52,2021/12/25 15:56,无限搞笑公司 脱口秀 搞笑,生活 搞笑,life,1.877731481
狈总,1438400,像不像玩游戏时的你,81814,531,2530,1345,225,1013104,789,58,2021/12/22 17:34,2021/12/25 15:56,搞笑,生活 搞笑,life,2.932337963
雨哥到处跑,2548494,其实我很孤独...,69965,13820,3975,679,9550,624676,4344,697,2021/12/24 18:00,2021/12/25 15:57,搞笑,生活 搞笑,life,0.914398148
林壮士啊,274407,大饼画的好男友跑不了,38865,2557,14873,8527,713,802814,1488,96,2021/12/22 20:55,2021/12/25 15:57,无限搞笑公司 搞笑,生活 搞笑,life,2.792673611
刘庸干净又卫生,2028929,兄弟们，我又搬新家了！,71802,5900,1747,1146,4199,939321,2670,212,2021/12/24 12:00,2021/12/25 15:57,,生活 家居房产,life,1.164606481
找寻非遗技艺,49311,童年的回忆，手艺人自制翻花。一分钟翻出十八样花，每一朵花还对应一个成语！,131030,1050,16514,1049,657,1176905,581,74,2021/12/19 22:27,2021/12/25 15:57,,生活 日常,life,5.729131944
我是郭杰瑞,7050511,美国灵魂探测器是真的吗？我在中国科技实验室测试了它…,68647,6639,3416,1179,5544,638000,1927,315,2021/12/24 11:30,2021/12/25 15:57,歪果仁 搞笑,生活 日常,life,1.185543981
我走可以了吧,1685,“我爱的人早在18岁就已经爱过我了，至于她30岁爱谁 40岁爱谁 甚至后半生爱谁 我都祝福她”,37624,11477,16484,1964,1631,945659,3364,180,2021/12/21 17:50,2021/12/25 15:57,,生活 日常,life,3.921863426
淘宝,346757,《2021淘宝丑东西颁奖盛典》——丑者归来！,156212,29238,29155,85487,26943,4090004,4709,1337,2021/12/20 21:00,2021/12/25 15:57,综艺 搞笑,生活 搞笑,life,4.789976852
中国BOY超级大猩猩,7865215,说实话有点小后悔当初发了那条动态,66072,22566,10008,766,6748,364148,1761,783,2021/12/25 11:45,2021/12/25 15:57,搞笑,生活 搞笑,life,0.175347222
晚安灬灬灬灬灬,2202,432HZ的雨声是能让人体达到极度舒适的频率，超长10小时，一起冥想，一起放空，一起解压,52512,37351,120085,4112,768,899615,1659,35902,2021/12/16 14:12,2021/12/25 15:57,心理学,生活 日常,life,9.073425926
摸鱼事务所,901448,我们买了一些圣诞节的节庆道具...,46540,18323,5171,7422,10515,479954,1536,1433,2021/12/24 19:20,2021/12/25 15:57,搞笑,生活 搞笑,life,0.859375
飞社长,1862282,太离谱了，只有倒霉的人才能中大奖！,51933,15426,2744,924,2017,537393,692,464,2021/12/23 17:00,2021/12/25 15:57,搞笑,生活 搞笑,life,1.956736111
张继科,767291,大家一起来升级,43360,1301,1995,370,339,966166,769,21,2021/12/22 15:15,2021/12/25 15:58,张继科,生活 日常,life,3.029375
粤知一二,2021952,广东人在平安夜送礼有多严谨？,58245,587,1481,1268,798,686554,725,100,2021/12/23 19:10,2021/12/25 15:58,脱口秀 粤语 搞笑,生活 搞笑,life,1.866180556
张踩铃,312688,大伙给评评理也行 崽奥达就是觉得太委屈了,48156,610,1968,1071,750,753578,873,180,2021/12/22 17:03,2021/12/25 15:58,无限搞笑公司 搞笑 必剪创作,生活 搞笑,life,2.954988426
科学融媒,161,老人穿明朝服饰游故宫，被误以为是拍戏的，网友：爷爷好有气质,93647,210,5507,292,455,584059,1168,16,2021/12/20 18:58,2021/12/25 15:58,,生活 日常,life,4.874988426
KatAndSid,1161519,疫情两年后，终于跟着女友飞美国见家长！！,35944,15671,3671,311,1630,608229,931,574,2021/12/24 19:21,2021/12/25 15:58,飞机 美国 日本 旅游,生活 日常,life,0.859270833
胥渡吧,930709,用容嬷嬷的声音叫老公起床，一醒来就是四大名著！,41197,1550,5728,8687,674,642373,713,56,2021/12/23 11:58,2021/12/25 15:58,搞笑,生活 搞笑,life,2.166979167
自来卷三木,2364239,警告！！！这个视频会让你感到非常难受,98057,4132,5307,2216,1790,978449,1780,141,2021/12/21 15:26,2021/12/25 15:58,搞笑,生活 搞笑,life,4.022581019
张凤霞111,262560,看看你们是第几种,62970,183,2710,346,185,494648,287,74,2021/12/22 18:51,2021/12/25 15:58,搞笑,生活 搞笑,life,2.879826389
八两银子i,78817,不到100自制全世界最好看的圣诞树！,69252,304,7778,1686,65,472351,249,45,2021/12/21 17:18,2021/12/25 15:58,定格身边的小美好 DIY,生活 日常,life,3.944513889
slava_fox,106834,有人要和我挑战蓝线吗？,43976,434,7977,312,83,524374,196,62,2021/12/23 16:55,2021/12/25 15:58,潮流 服饰,生活 日常,life,1.960868056
A-M-A-N,228,西安疫情严重，23日0点封城！西安挺住！大家加油！！！,38295,1925,1604,2641,2723,720595,2986,83,2021/12/22 22:08,2021/12/25 15:59,我在B站做UP主,生活 日常,life,2.743680556
拿拿nah,767425,老夫老妻的深夜小整活（三）他为什么可以知道我在想什么??,47281,7511,2911,1707,1762,508680,543,634,2021/12/23 18:05,2021/12/25 15:59,情侣 搞笑,生活 日常,life,1.91255787
济公爷爷_游本昌,795570,冬安,106917,8781,2815,224,1339,495429,1477,23,2021/12/21 19:13,2021/12/25 15:59,,生活 日常,life,3.864849537
Vickysoupsss,595996,Our fertility journey 3 | 试管移植｜煎熬的等待结果......,31447,34005,5786,2357,10661,206174,3453,1568,2021/12/23 21:00,2021/12/25 15:59,,生活 日常,life,1.790983796
小小段砸,522716,《 早 八 的 魅 力 》,52352,9593,3745,5235,1711,369289,1691,218,2021/12/24 17:20,2021/12/25 15:59,无限搞笑公司 脱口秀 搞笑 必剪创作,生活 搞笑,life,0.943877315
紫菜蛋花兔兔,1336586,《哥 谭》,46012,1808,1909,802,97,576587,729,25,2021/12/23 11:16,2021/12/25 15:59,无限搞笑公司 搞笑,生活 搞笑,life,2.196712963
人间奇葩行为,145609,唯美蓝线意境欣赏,129209,6463,36881,5098,476,1771707,484,133,2021/12/11 21:57,2021/12/25 15:59,,生活 日常,life,13.75113426
创可贴SNAKE,6403,姜文:“虎哥他不是一般人”,26319,6124,8908,8780,286,530808,761,55,2021/12/22 11:00,2021/12/25 15:59,姜文 搞笑,生活 搞笑,life,3.207905093
都市频道打鱼晒网,34160,爸爸不舍得打孩子 然后拿出了一个苹果,73002,63,2937,1816,129,833653,780,16,2021/12/20 18:23,2021/12/25 15:59,必剪创作,生活 搞笑,life,4.900034722
陆玖资讯,1377,破防！奶奶煮两碗面称都一样，结果肉和蛋都给孙子，自己碗里只有面,63278,3190,5469,700,491,673255,1431,52,2021/12/20 22:54,2021/12/25 15:59,农村 美食,生活 日常,life,4.71212963
爱茶茶茶茶,77408,【再放送】rerorerorerorero,40432,9344,7873,5015,362,353464,504,100,2021/12/24 17:00,2021/12/25 15:59,JOJO的奇妙冒险 配音 绘画 搞笑,生活 搞笑,life,0.958113426
牛战士历险记本人,186767,以前的记忆,39169,9964,3062,1653,470,436069,908,80,2021/12/24 18:31,2021/12/25 16:00,,生活 日常,life,0.894826389
卑鄙的老曹,269538,女 友 质 问 1.75,29679,4487,1505,1823,775,581458,633,211,2021/12/22 17:45,2021/12/25 16:00,年底情感回忆杀 迪丽热巴 情侣,生活 日常,life,2.927199074
DieForU,177,蜘 蛛 感 应,46901,304,7352,1186,89,944412,477,13,2021/12/20 18:17,2021/12/25 16:00,蜘蛛侠,生活 搞笑,life,4.904583333
海以南的一条鱼,11629,短视频BGM口水歌当道，华语乐坛真的没落了吗？下一个周杰伦什么时候出现？,32305,4832,3189,1386,219,472564,1002,74,2021/12/22 21:25,2021/12/25 16:00,搞笑新星训练营 周杰伦,生活 搞笑,life,2.774189815
天亮手工,237210,爆肝365个小时，用快递纸箱硬核盘点10大年度商品,11990,3300,2569,256,181,918314,139,222,2021/12/22 12:02,2021/12/25 16:00,模型 手工 DIY,生活 手工,life,3.165011574
地位极高硬气鑫,440233,和女朋友吵架了 她百般求我想让我回大屋睡,28989,243,857,761,256,643340,473,65,2021/12/22 17:00,2021/12/25 16:00,,生活 日常,life,2.958622685
河马君,1068446,妈沫可真是节俭持家,41786,291,1311,266,96,488173,362,52,2021/12/22 16:35,2021/12/25 16:00,无限搞笑公司 搞笑,生活 搞笑,life,2.975833333
沙雕视频收集工具人,6131,每间宿舍里都有一个智商超群的室友,201084,2467,36084,12967,504,2717056,802,159,2021/12/14 12:00,2021/12/25 16:00,搞笑,生活 搞笑,life,11.16699074
乡村教师日记,1045246,小 学 生 算 命,34546,10531,1495,993,2197,426712,1492,226,2021/12/22 21:50,2021/12/25 16:00,,生活 日常,life,2.756863426
老少女阿珂,1172076,跟英国公婆准备圣诞，公公自曝变装黑历史？！,39585,14045,2967,558,4587,320377,1027,577,2021/12/24 17:00,2021/12/25 16:00,年底情感回忆杀 歪果仁 英国,生活 日常,life,0.958773148
-欣小萌-,3486292,这是人吃的东西吗？！！最离谱的一周,34764,3387,1635,236,2812,472358,2317,323,2021/12/23 16:26,2021/12/25 16:01,搞笑,生活 搞笑,life,1.982199074
钱月鱼,3499,女子打110订外卖小龙虾要加辣，女接警员听出玄机马上送到！机智！,146217,1982,12549,191,554,3879764,1449,252,2021/12/14 17:32,2021/12/25 16:01,警察,生活 日常,life,10.93681713
甜蜜老张,303435,晚会的尴尬瞬间,37383,967,1078,654,207,509521,294,101,2021/12/23 11:48,2021/12/25 16:01,搞笑,生活 搞笑,life,2.175393519
潇潇学姐lady,312338,考完数学的崩溃瞬间,52300,94,1265,173,48,386373,331,24,2021/12/23 19:07,2021/12/25 16:01,搞笑,生活 搞笑,life,1.870601852
宁小雪啊,256405,人类幼崽崩溃瞬间…爸爸毫不知情的情况下 吃了最后一根冰淇淋,40963,1523,2794,5907,323,968487,456,83,2021/12/21 19:42,2021/12/25 16:01,无限搞笑公司 搞笑,生活 搞笑,life,3.846539352
我叫孙火旺,964755,圣诞节吃饺子吗？不吃饺子的节日我不过,40407,8457,1746,3115,1133,382762,2342,134,2021/12/24 19:37,2021/12/25 16:01,搞笑,生活 搞笑,life,0.849756944
装修老蒋,18185,148平的“裤衩”户型，这个户型我愿称之为“奇葩户型排行榜”当之无愧的第一名,28919,112,3619,383,336,656570,476,103,2021/12/21 20:30,2021/12/25 16:01,室内设计 装修 家居,生活 家居房产,life,3.813518519
白醋少女,1397373,听说你可以一拳打飞我？？？,32374,1791,2157,339,476,540040,1506,28,2021/12/24 19:20,2021/12/25 16:01,搞笑,生活 搞笑,life,0.861909722
popping-baddish,152074,笨蛋帅哥和他的可爱玩具❤️,31277,924,13224,2345,527,219174,801,225,2021/12/24 0:01,2021/12/25 16:01,歪果仁 手办模玩 玩具 搞笑,生活 搞笑,life,1.666909722
